crop,region,season,crop_variety,growth_stage,application_time,soil_type,soil_ph,organic_matter,fertility_index,soil_moisture,drainage,rainfall_mm,temperature,humidity,sunshine_hours,nitrogen,phosphorus,potassium,fertilizer_type,application_method,planting_density,irrigation,previous_crop,pest_pressure,disease_risk,farmer_experience_years,farm_size_hectares,fertilizer_cost,yield_ton_per_ha,revenue,labour_cost,transport_cost,total_cost,profit,environmental_score,sustainability
Cocoa,Western,Major,Amazon,Fruiting,Afternoon,Sandy Loam,5.97,2.61,61,39,Moderate,1670,28.6,95,9.0,104,70,119,NPK 15-15-15,Band Placement,27796,Flood,Plantain,Medium,High,17,13.89,1758,1.33,23940.0,828,428,3014,20926.0,91.8,Excellent
Maize,Bono,Major,Abontem,Vegetative,Evening,Sandy Loam,6.96,2.66,95,75,Moderate,1281,24.5,84,5.2,93,35,21,Urea,Broadcast,26366,Drip,Groundnut,Medium,Medium,15,11.7,894,3.5,11200.0,912,227,2033,9167.0,86.22,Good
Onion,Western North,Major,Red Creole,Flowering,Afternoon,Clay,6.01,3.57,78,81,Low,1687,21.9,91,5.7,114,65,71,Ammonium Sulphate,Side Dressing,29415,Flood,Onion,Low,Medium,2,12.25,1500,14.38,40264.0,751,481,2732,37532.0,94.76,Excellent
Rice,Eastern,Major,NERICA,Harvest,Morning,Sandy Loam,6.08,2.81,56,43,Moderate,1582,23.3,80,7.1,115,50,26,NPK 23-10-10,Band Placement,27702,Flood,Soybean,Low,High,7,3.48,1146,2.5,11250.0,464,445,2055,9195.0,92.98,Excellent
Rice,Eastern,Minor,NERICA,Flowering,Morning,Clay Loam,7.45,3.78,69,70,Moderate,1534,22.9,87,9.3,135,32,47,Urea,Band Placement,28114,Drip,Cocoa,High,Medium,30,9.41,1284,2.5,11250.0,537,310,2131,9119.0,89.2,Good
Rice,Oti,Major,Jasmine,Vegetative,Afternoon,Loam,6.69,3.56,76,42,Moderate,1655,24.1,69,7.1,131,35,56,Urea,Broadcast,21065,Sprinkler,Groundnut,High,Low,28,5.71,1332,2.94,13230.0,539,249,2120,11110.0,90.04,Excellent
Soybean,Volta,Minor,Anidaso,Fruiting,Evening,Loam,6.35,3.19,79,56,Moderate,1427,27.4,50,7.8,11,94,64,Ammonium Sulphate,Side Dressing,26369,None,Plantain,Low,Medium,25,8.38,1014,2.9,14500.0,955,571,2540,11960.0,90.58,Excellent
Maize,Western,Major,Omankwa,Fruiting,Morning,Clay,6.79,2.17,100,35,Low,1853,24.4,47,7.2,110,48,62,Urea,Side Dressing,27998,Flood,Cassava,High,Low,26,3.5,1320,5.04,16128.0,460,441,2221,13907.0,83.6,Good
Onion,Eastern,Minor,Texas Grano,Flowering,Afternoon,Sandy,5.2,2.13,71,27,High,1593,24.1,77,9.9,105,76,73,NPK 23-10-10,Broadcast,20396,Sprinkler,Tomato,High,Medium,16,2.56,1524,13.57,37996.0,1042,362,2928,35068.0,80.52,Good
Soybean,Bono,Major,Anidaso,Fruiting,Evening,Sandy Loam,6.19,2.0,94,31,Moderate,1242,29.3,68,7.3,48,85,77,Urea,Broadcast,31036,Flood,Tomato,Medium,Low,16,4.39,1260,3.51,17550.0,745,430,2435,15115.0,90.4,Excellent
Plantain,Western North,Minor,Apem,Planting,Morning,Loam,6.53,2.5,72,45,Moderate,1701,26.0,74,5.1,176,106,244,NPK 23-10-10,Band Placement,19529,Sprinkler,Pepper,Low,Medium,22,13.61,3156,14.62,19006.0,805,470,4431,14575.0,91.08,Excellent
Pepper,North East,Minor,Cayenne,Planting,Evening,Clay Loam,6.34,4.7,45,21,Moderate,874,27.0,75,5.4,133,52,112,NPK 23-10-10,Band Placement,19160,Drip,Soybean,Low,High,26,1.99,1782,8.0,28000.0,706,220,2708,25292.0,95.14,Excellent
Soybean,Central,Major,Jenguma,Harvest,Evening,Loam,6.75,2.88,71,76,Moderate,1404,27.9,55,7.2,17,50,41,NPK 23-10-10,Broadcast,27659,Flood,Onion,Medium,Medium,26,2.53,648,2.0,10000.0,486,277,1411,8589.0,89.84,Good
Cowpea,Ashanti,Minor,Songotra,Vegetative,Evening,Sandy,6.18,2.19,60,83,High,1460,23.7,70,6.5,29,37,35,Ammonium Sulphate,Side Dressing,27730,None,Cowpea,Low,Medium,30,5.09,606,1.2,5760.0,982,365,1953,3807.0,92.62,Excellent
Onion,Western North,Major,Red Creole,Planting,Evening,Sandy,6.42,1.6,63,84,High,1669,21.1,58,5.2,123,62,109,Ammonium Sulphate,Broadcast,28494,Drip,Pepper,Low,Medium,3,7.91,1764,12.0,33600.0,559,424,2747,30853.0,93.8,Excellent
Onion,Bono,Minor,Texas Grano,Fruiting,Evening,Sandy,5.68,1.91,64,42,High,1222,23.5,50,9.6,85,35,110,NPK 23-10-10,Side Dressing,18185,Drip,Groundnut,Medium,High,17,11.85,1380,12.0,33600.0,570,340,2290,31310.0,86.4,Good
Cassava,Northern,Major,Ampong,Planting,Afternoon,Clay Loam,6.94,4.24,77,66,Moderate,1119,29.0,49,6.3,57,46,91,NPK 23-10-10,Band Placement,20577,Sprinkler,Rice,High,High,24,2.17,1164,11.66,10494.0,402,172,1738,8756.0,90.76,Excellent
Maize,Ahafo,Minor,Obatanpa,Flowering,Afternoon,Sandy Loam,6.07,2.5,91,60,Moderate,1276,23.4,47,7.8,114,39,51,Urea,Broadcast,26225,None,Cassava,Low,High,2,14.33,1224,3.54,11328.0,876,593,2693,8635.0,92.32,Excellent
Pepper,Savannah,Major,Bird Eye,Harvest,Afternoon,Clay,6.61,2.49,68,83,Low,904,31.1,63,7.8,115,91,119,NPK 23-10-10,Broadcast,18104,Flood,Maize,Low,High,12,9.72,1950,8.0,28000.0,409,321,2680,25320.0,91.06,Excellent
Maize,Upper West,Minor,Omankwa,Planting,Morning,Sandy,6.46,1.21,62,31,High,1071,38.8,71,7.5,85,49,48,Ammonium Sulphate,Side Dressing,24102,Flood,Yam,Low,High,4,7.83,1092,3.5,11200.0,803,188,2083,9117.0,89.84,Good
Plantain,Ahafo,Minor,Oniaba,Vegetative,Morning,Sandy Loam,6.64,3.47,65,77,Moderate,1349,24.1,65,9.6,194,79,229,NPK 23-10-10,Broadcast,30778,None,Cassava,Low,Low,15,7.26,3012,12.0,15600.0,948,333,4293,11307.0,92.72,Excellent
Tomato,Oti,Minor,Power Rano,Flowering,Morning,Clay Loam,6.06,5.09,65,38,Moderate,1346,24.3,88,6.5,121,100,110,Urea,Band Placement,26412,None,Cocoa,Medium,Medium,27,14.86,1986,16.19,40475.0,814,587,3387,37088.0,88.58,Good
Groundnut,Bono East,Minor,Nkate SARI,Planting,Morning,Loam,6.24,3.5,88,30,Moderate,1062,24.1,94,9.9,59,72,41,NPK 15-15-15,Broadcast,19056,Drip,Cocoa,Medium,Low,3,13.62,1032,2.23,9366.0,739,212,1983,7383.0,89.62,Good
Maize,Ahafo,Major,Abontem,Harvest,Afternoon,Loam,6.42,4.77,62,55,Moderate,1402,26.0,69,8.4,137,44,17,NPK 23-10-10,Side Dressing,22835,Flood,Soybean,High,Medium,2,1.77,1188,3.5,11200.0,829,252,2269,8931.0,89.28,Good
Cocoa,Ashanti,Minor,Amazon,Flowering,Afternoon,Clay Loam,6.48,3.68,46,60,Moderate,1478,29.0,67,9.6,126,34,96,Urea,Broadcast,31248,Flood,Cowpea,Medium,High,8,14.62,1536,0.6,10800.0,1072,273,2881,7919.0,86.78,Good
Pepper,Ahafo,Major,Cayenne,Harvest,Afternoon,Clay Loam,6.48,4.85,67,23,Moderate,1381,29.5,56,5.9,135,81,121,NPK 23-10-10,Side Dressing,21084,Flood,Cowpea,Medium,Low,16,1.05,2022,10.87,38045.0,1016,262,3300,34745.0,94.7,Excellent
Maize,Western North,Major,Omankwa,Flowering,Evening,Clay,5.59,2.3,90,38,Low,1806,27.5,66,8.6,94,68,38,NPK 15-15-15,Band Placement,29543,Flood,Plantain,Low,Medium,10,5.18,1200,5.11,16352.0,1149,373,2722,13630.0,85.2,Good
Cocoa,Savannah,Major,Amelonado,Harvest,Evening,Sandy Loam,6.17,3.38,53,42,Moderate,1082,29.5,82,9.1,50,64,131,Ammonium Sulphate,Side Dressing,18530,Drip,Plantain,Medium,High,8,9.77,1470,0.6,10800.0,908,222,2600,8200.0,86.64,Good
Onion,North East,Minor,Red Creole,Flowering,Morning,Clay,6.17,2.53,60,28,Low,1012,36.7,50,9.1,114,51,115,NPK 15-15-15,Side Dressing,18020,None,Soybean,Medium,High,14,14.55,1680,12.0,33600.0,904,343,2927,30673.0,92.8,Excellent
Onion,Bono East,Minor,Texas Grano,Harvest,Evening,Sandy,5.44,1.48,51,29,High,1115,25.5,49,9.0,113,45,89,NPK 23-10-10,Side Dressing,19228,None,Onion,High,High,29,7.5,1482,12.0,33600.0,1069,234,2785,30815.0,83.98,Good
Plantain,Eastern,Major,Apantu,Planting,Afternoon,Clay Loam,6.4,3.7,60,32,Moderate,1405,29.8,71,8.5,166,90,261,Ammonium Sulphate,Broadcast,18893,Sprinkler,Maize,Medium,Low,10,12.45,3102,12.0,15600.0,891,252,4245,11355.0,91.9,Excellent
Rice,Greater Accra,Major,Jasmine,Flowering,Morning,Sandy Loam,6.39,3.32,50,69,Moderate,821,32.6,64,8.9,83,48,49,Urea,Broadcast,25303,None,Pepper,Medium,Medium,9,3.78,1080,2.5,11250.0,463,227,1770,9480.0,96.32,Excellent
Yam,Bono,Minor,Pona,Harvest,Afternoon,Sandy Loam,6.96,3.37,75,50,Moderate,1216,28.0,69,9.1,120,54,100,Ammonium Sulphate,Side Dressing,18568,Drip,Rice,Medium,Low,6,14.6,1644,11.71,25762.0,529,171,2344,23418.0,91.48,Excellent
Soybean,Volta,Major,Jenguma,Vegetative,Evening,Sandy,5.13,1.83,80,61,High,1332,25.9,91,9.6,25,78,64,NPK 15-15-15,Side Dressing,28208,Flood,Rice,Medium,Low,5,8.72,1002,2.31,11550.0,502,204,1708,9842.0,84.62,Good
Plantain,Oti,Minor,Apem,Fruiting,Afternoon,Sandy,5.26,1.6,84,71,High,1496,28.2,81,8.0,164,90,246,NPK 23-10-10,Broadcast,30218,Flood,Pepper,Medium,Low,11,12.35,3000,14.74,19162.0,687,581,4268,14894.0,80.8,Good
Groundnut,North East,Major,Nkate SARI,Flowering,Evening,Sandy Loam,6.53,2.18,73,47,Moderate,963,35.5,65,6.3,37,82,56,Urea,Broadcast,26442,Drip,Rice,Medium,High,17,6.35,1050,1.5,6300.0,936,600,2586,3714.0,91.92,Excellent
Plantain,Eastern,Major,Apem,Vegetative,Morning,Loam,6.33,4.56,77,70,Moderate,1427,22.3,48,9.6,175,108,226,NPK 23-10-10,Band Placement,26008,Flood,Cassava,Medium,High,18,5.57,3054,12.98,16874.0,664,533,4251,12623.0,87.22,Good
Yam,Oti,Major,Pona,Fruiting,Morning,Loam,6.78,4.19,62,72,Moderate,1383,29.8,94,9.8,125,36,144,NPK 15-15-15,Band Placement,20167,Drip,Plantain,Low,Low,9,9.32,1830,11.07,24354.0,1129,513,3472,20882.0,85.9,Good
Cocoa,Volta,Minor,Amelonado,Flowering,Afternoon,Clay Loam,6.6,3.26,77,67,Moderate,1329,25.0,64,8.4,121,61,133,Urea,Band Placement,29213,None,Groundnut,Low,Medium,9,9.79,1890,1.44,25920.0,667,485,3042,22878.0,88.56,Good
Yam,Greater Accra,Major,Lariboko,Harvest,Morning,Clay,6.52,3.44,86,83,Low,714,32.2,83,7.0,97,51,121,Ammonium Sulphate,Band Placement,30070,None,Plantain,High,High,27,3.25,1614,10.0,22000.0,627,501,2742,19258.0,97.3,Excellent
Cowpea,Upper East,Minor,Songotra,Vegetative,Evening,Clay,6.59,3.12,56,62,Low,985,30.2,51,7.4,0,44,42,NPK 23-10-10,Side Dressing,23031,Flood,Onion,Medium,Medium,19,4.76,516,1.2,5760.0,881,177,1574,4186.0,93.44,Excellent
Cocoa,Western North,Major,Amazon,Harvest,Morning,Loam,6.16,3.0,71,78,Moderate,1990,25.2,71,5.3,68,40,140,NPK 23-10-10,Broadcast,25988,Sprinkler,Cocoa,Low,Medium,21,1.34,1488,1.1,19800.0,614,539,2641,17159.0,83.34,Good
Cassava,Eastern,Minor,Ampong,Planting,Morning,Sandy Loam,6.26,2.08,57,67,Moderate,1522,27.1,70,7.1,51,35,103,NPK 23-10-10,Broadcast,29087,None,Cocoa,High,Low,8,10.56,1134,10.46,9414.0,532,202,1868,7546.0,87.74,Good
Soybean,Eastern,Major,Anidaso,Planting,Afternoon,Clay,6.15,3.37,53,63,Low,1448,25.6,78,8.0,52,67,83,NPK 23-10-10,Broadcast,31303,Flood,Maize,Low,Low,24,14.78,1212,2.0,10000.0,422,451,2085,7915.0,91.24,Excellent
Cowpea,Bono East,Minor,Asontem,Planting,Afternoon,Sandy,5.99,1.98,46,26,High,1130,30.9,84,5.2,0,56,48,Ammonium Sulphate,Broadcast,26966,Sprinkler,Groundnut,High,Low,7,10.58,624,1.2,5760.0,708,365,1697,4063.0,95.64,Excellent
Cocoa,Northern,Major,Amazon,Fruiting,Morning,Sandy,5.75,1.91,94,53,High,1161,33.9,52,6.4,116,32,117,Ammonium Sulphate,Band Placement,20627,None,Cowpea,Medium,Low,23,14.03,1590,0.82,14760.0,402,156,2148,12612.0,91.92,Excellent
Cocoa,Bono East,Minor,Amazon,Vegetative,Morning,Clay,6.47,2.91,63,53,Low,1261,24.7,91,5.5,109,23,101,NPK 23-10-10,Broadcast,31963,Sprinkler,Onion,High,Medium,14,11.21,1398,0.6,10800.0,1176,173,2747,8053.0,88.32,Good
Maize,Eastern,Minor,Obatanpa,Flowering,Afternoon,Clay,5.77,2.8,74,54,Low,1437,29.0,50,6.9,129,79,45,Ammonium Sulphate,Side Dressing,31056,Drip,Rice,Low,High,24,1.35,1518,4.49,14368.0,563,203,2284,12084.0,93.3,Excellent
Soybean,Western,Major,Anidaso,Harvest,Afternoon,Loam,6.58,3.72,71,76,Moderate,1967,26.9,88,9.4,0,49,51,Urea,Broadcast,29543,Drip,Cocoa,Medium,High,17,10.48,600,2.0,10000.0,843,488,1931,8069.0,80.36,Good
Yam,Western North,Minor,Pona,Fruiting,Morning,Loam,6.61,3.67,76,41,Moderate,2171,28.1,84,5.3,69,83,126,Urea,Broadcast,23421,Sprinkler,Maize,High,Low,18,9.83,1668,15.39,33858.0,640,190,2498,31360.0,80.28,Good
Groundnut,Western,Major,Yenyawoso,Fruiting,Afternoon,Sandy,5.15,1.62,80,20,High,1923,22.9,76,8.7,0,85,63,Urea,Side Dressing,27213,Drip,Cocoa,High,Medium,11,5.77,888,1.5,6300.0,628,582,2098,4202.0,67.66,Fair
Groundnut,Western North,Minor,Yenyawoso,Fruiting,Morning,Clay,6.74,3.93,63,67,Low,1699,27.1,59,5.0,0,37,35,Ammonium Sulphate,Broadcast,31465,Flood,Rice,Medium,High,7,3.22,432,1.5,6300.0,802,260,1494,4806.0,87.74,Good
Groundnut,Savannah,Major,Nkate SARI,Fruiting,Morning,Clay Loam,7.43,3.34,76,20,Moderate,963,35.5,73,7.3,52,82,28,Ammonium Sulphate,Side Dressing,25912,Drip,Yam,High,Low,24,12.32,972,1.5,6300.0,1073,457,2502,3798.0,86.34,Good
Plantain,Upper West,Minor,Apantu,Harvest,Evening,Sandy Loam,6.77,2.28,83,85,Moderate,927,30.3,66,9.9,198,109,260,Urea,Side Dressing,30072,Drip,Tomato,Low,High,23,4.71,3402,12.0,15600.0,1088,217,4707,10893.0,93.66,Excellent
Yam,Savannah,Major,Pona,Flowering,Evening,Clay Loam,6.43,5.12,96,21,Moderate,1145,33.4,87,8.6,126,41,96,Ammonium Sulphate,Broadcast,18869,None,Tomato,Medium,Low,10,10.41,1578,11.24,24728.0,463,503,2544,22184.0,86.82,Good
Pepper,Ahafo,Minor,Legon 18,Fruiting,Morning,Sandy Loam,6.09,3.57,96,56,Moderate,1487,28.9,92,8.2,96,69,109,Ammonium Sulphate,Side Dressing,23122,None,Maize,High,Medium,7,9.5,1644,15.18,53130.0,853,574,3071,50059.0,93.48,Excellent
Tomato,Upper East,Major,Roma,Vegetative,Afternoon,Loam,6.88,2.8,47,74,Moderate,929,30.1,88,5.4,145,90,111,NPK 23-10-10,Broadcast,27568,Sprinkler,Maize,Medium,Medium,23,14.09,2076,15.0,37500.0,730,455,3261,34239.0,95.28,Excellent
Maize,Oti,Minor,Omankwa,Harvest,Evening,Loam,7.15,3.8,95,84,Moderate,1483,23.6,90,6.6,100,61,49,Ammonium Sulphate,Broadcast,23724,Drip,Tomato,High,Medium,11,5.73,1260,4.95,15840.0,1170,466,2896,12944.0,94.56,Excellent
Cowpea,Ashanti,Major,Songotra,Flowering,Afternoon,Loam,7.15,4.21,65,68,Moderate,1323,30.1,84,9.6,0,54,36,Urea,Broadcast,26468,Sprinkler,Cowpea,High,Medium,16,1.14,540,1.2,5760.0,597,314,1451,4309.0,94.56,Excellent
Cowpea,Bono East,Major,Asontem,Harvest,Evening,Loam,7.04,3.56,51,46,Moderate,1003,29.6,58,8.4,48,74,67,Ammonium Sulphate,Side Dressing,31381,None,Yam,High,Low,1,7.16,1134,1.2,5760.0,489,187,1810,3950.0,86.82,Good
Maize,Northern,Major,Obatanpa,Harvest,Morning,Sandy Loam,6.18,2.78,52,20,Moderate,1032,30.5,73,8.2,159,39,63,NPK 15-15-15,Side Dressing,31897,None,Onion,High,Low,10,11.91,1566,3.5,11200.0,488,294,2348,8852.0,84.22,Good
Groundnut,Upper West,Major,Yenyawoso,Fruiting,Morning,Clay Loam,6.44,4.59,64,67,Moderate,1073,29.6,92,7.0,0,70,60,NPK 23-10-10,Broadcast,18684,None,Plantain,High,Medium,18,8.44,780,1.5,6300.0,615,533,1928,4372.0,91.5,Excellent
Yam,Greater Accra,Minor,Lariboko,Harvest,Morning,Loam,6.14,4.18,81,26,Moderate,741,26.7,84,9.2,130,64,136,NPK 15-15-15,Band Placement,29004,None,Pepper,Low,Low,24,8.92,1980,10.0,22000.0,765,215,2960,19040.0,90.84,Excellent
Cocoa,Bono East,Minor,Amazon,Harvest,Morning,Clay,6.54,2.3,81,66,Low,1099,26.9,73,6.6,90,47,105,NPK 15-15-15,Band Placement,22033,Drip,Yam,High,High,14,4.51,1452,0.88,15840.0,1095,525,3072,12768.0,96.86,Excellent
Onion,Western,Minor,Texas Grano,Flowering,Afternoon,Sandy,6.26,2.29,53,45,High,2098,26.4,56,8.2,103,81,105,NPK 15-15-15,Side Dressing,19235,None,Cowpea,High,Low,27,8.94,1734,12.0,33600.0,1004,258,2996,30604.0,83.42,Good
Maize,Northern,Minor,Omankwa,Vegetative,Afternoon,Clay,5.7,3.0,50,70,Low,1100,28.5,94,7.9,126,67,15,NPK 23-10-10,Side Dressing,29209,Drip,Cowpea,Low,Medium,6,3.1,1248,3.5,11200.0,1075,596,2919,8281.0,92.88,Excellent
Cassava,Western North,Minor,Ampong,Planting,Morning,Sandy,6.0,1.78,95,66,High,2099,22.9,61,6.8,99,45,84,NPK 15-15-15,Broadcast,28625,Sprinkler,Rice,High,High,21,12.53,1368,15.84,14256.0,669,446,2483,11773.0,88.56,Good
Cowpea,Upper West,Minor,Asontem,Flowering,Evening,Loam,6.62,3.38,100,64,Moderate,839,33.2,69,9.9,42,80,50,NPK 15-15-15,Side Dressing,20276,Flood,Cassava,Low,Low,17,9.83,1032,1.45,6960.0,591,230,1853,5107.0,89.64,Good
Onion,North East,Minor,Red Creole,Flowering,Evening,Clay Loam,6.24,5.08,46,51,Moderate,879,32.3,75,7.4,75,43,101,NPK 23-10-10,Broadcast,28314,None,Plantain,Low,Low,6,4.24,1314,12.0,33600.0,815,456,2585,31015.0,87.98,Good
Plantain,Ashanti,Minor,Oniaba,Planting,Morning,Loam,6.26,3.53,54,43,Moderate,1429,27.5,75,9.3,239,107,257,Urea,Broadcast,29865,Sprinkler,Groundnut,High,High,3,3.83,3618,12.0,15600.0,511,158,4287,11313.0,87.98,Good
Tomato,Volta,Major,Roma,Harvest,Morning,Clay Loam,6.75,3.29,75,36,Moderate,1290,27.3,84,8.0,187,89,95,Ammonium Sulphate,Side Dressing,24892,Sprinkler,Maize,High,High,14,3.83,2226,20.83,52075.0,1187,345,3758,48317.0,86.86,Good
Onion,Volta,Major,Red Creole,Flowering,Afternoon,Clay Loam,6.61,3.47,90,20,Moderate,1592,25.1,50,6.4,143,68,72,NPK 15-15-15,Band Placement,28724,Drip,Yam,Medium,Medium,12,2.05,1698,21.1,59080.0,999,279,2976,56104.0,89.06,Good
Pepper,Volta,Minor,Cayenne,Harvest,Afternoon,Clay Loam,6.72,3.93,80,81,Moderate,1548,26.6,58,7.1,122,64,121,Urea,Side Dressing,24522,Drip,Cocoa,Low,High,8,6.98,1842,13.6,47600.0,565,201,2608,44992.0,95.26,Excellent
Tomato,Upper West,Minor,Roma,Harvest,Evening,Sandy,6.23,1.71,83,75,High,826,28.9,85,5.0,121,59,111,NPK 23-10-10,Band Placement,19311,None,Yam,Medium,Medium,20,10.01,1746,15.0,37500.0,1011,179,2936,34564.0,88.54,Good
Cassava,Western North,Minor,Ampong,Planting,Morning,Clay Loam,6.77,3.58,55,24,Moderate,2130,23.3,47,8.9,96,30,96,NPK 15-15-15,Broadcast,19422,Sprinkler,Soybean,Medium,High,13,6.38,1332,10.0,9000.0,415,527,2274,6726.0,85.84,Good
Yam,Bono,Minor,Pona,Harvest,Evening,Loam,6.55,3.51,45,53,Moderate,1278,26.1,62,6.1,82,61,127,NPK 15-15-15,Side Dressing,19185,Sprinkler,Onion,Low,High,9,13.2,1620,10.0,22000.0,988,278,2886,19114.0,95.28,Excellent
Yam,Upper West,Minor,Lariboko,Vegetative,Afternoon,Sandy Loam,5.94,2.14,85,48,Moderate,1034,35.2,82,9.3,89,55,121,Urea,Side Dressing,26776,None,Yam,Medium,Low,10,1.85,1590,10.0,22000.0,750,188,2528,19472.0,96.74,Excellent
Cowpea,Western North,Minor,Asontem,Flowering,Morning,Loam,6.6,3.0,92,50,Moderate,2187,23.2,92,8.4,13,43,34,NPK 23-10-10,Broadcast,31702,Sprinkler,Cassava,Low,Low,30,1.64,540,2.01,9648.0,904,464,1908,7740.0,86.12,Good
Maize,Ahafo,Minor,Omankwa,Flowering,Evening,Sandy Loam,6.02,3.53,77,55,Moderate,1361,25.9,81,9.3,130,49,63,NPK 23-10-10,Broadcast,26613,Flood,Groundnut,High,Low,17,5.54,1452,4.27,13664.0,1194,239,2885,10779.0,91.64,Excellent
Groundnut,Western,Minor,Nkate SARI,Planting,Morning,Clay Loam,7.29,3.47,61,50,Moderate,1815,25.0,51,6.6,19,65,64,Urea,Band Placement,21013,Flood,Soybean,Low,Medium,23,11.41,888,1.73,7266.0,810,293,1991,5275.0,87.3,Good
Groundnut,Central,Major,Nkate SARI,Planting,Evening,Sandy Loam,6.04,3.6,92,39,Moderate,1538,29.4,80,7.2,45,35,36,Ammonium Sulphate,Band Placement,20203,Sprinkler,Groundnut,Medium,Medium,18,12.95,696,2.36,9912.0,501,503,1700,8212.0,88.38,Good
Cassava,Greater Accra,Minor,Bankye Hemaa,Fruiting,Evening,Clay,6.34,3.86,61,64,Low,724,29.0,66,6.3,52,41,62,Urea,Side Dressing,27921,Drip,Plantain,High,High,21,8.31,930,10.0,9000.0,691,331,1952,7048.0,89.7,Good
Onion,Western,Major,Texas Grano,Fruiting,Evening,Clay,6.13,3.22,70,29,Low,1893,25.7,54,9.3,80,45,86,NPK 23-10-10,Band Placement,23191,Sprinkler,Yam,Medium,High,21,6.23,1266,13.55,37940.0,1199,591,3056,34884.0,82.58,Good
Onion,Volta,Major,Texas Grano,Vegetative,Morning,Sandy,5.32,1.6,51,28,High,1264,29.5,87,6.3,130,70,68,NPK 15-15-15,Band Placement,26584,None,Rice,Medium,High,5,1.72,1608,12.0,33600.0,799,308,2715,30885.0,78.24,Good
Tomato,Oti,Minor,Pectomech,Vegetative,Morning,Clay,6.79,2.65,75,79,Low,1569,29.7,46,5.2,179,72,130,Ammonium Sulphate,Broadcast,29429,Drip,Plantain,High,Medium,21,11.36,2286,22.23,55575.0,845,418,3549,52026.0,91.22,Excellent
Cocoa,Upper East,Minor,Amelonado,Harvest,Morning,Loam,6.36,2.5,97,37,Moderate,745,33.3,68,7.1,94,38,125,NPK 15-15-15,Side Dressing,26059,Flood,Pepper,Low,Medium,26,4.75,1542,0.6,10800.0,407,430,2379,8421.0,96.84,Excellent
Onion,Volta,Minor,Red Creole,Fruiting,Morning,Sandy Loam,6.06,2.16,85,50,Moderate,1283,29.4,86,6.9,136,83,104,Urea,Band Placement,28624,Sprinkler,Soybean,Low,Low,6,2.48,1938,18.9,52920.0,866,466,3270,49650.0,87.74,Good
Groundnut,Western North,Major,Yenyawoso,Flowering,Morning,Sandy,5.42,1.19,73,21,High,1755,21.4,79,5.1,14,40,34,NPK 15-15-15,Band Placement,21558,Sprinkler,Soybean,Medium,Medium,12,7.22,528,1.5,6300.0,738,191,1457,4843.0,78.74,Good
Cassava,Northern,Minor,Bankye Hemaa,Planting,Evening,Sandy,5.18,2.15,60,69,High,1140,28.0,61,9.1,106,30,102,NPK 15-15-15,Broadcast,25550,None,Cowpea,High,Low,16,6.14,1428,10.0,9000.0,730,231,2389,6611.0,78.96,Good
Cocoa,Bono East,Minor,Amazon,Fruiting,Evening,Loam,7.17,3.09,72,61,Moderate,1152,25.8,48,9.3,51,30,145,Urea,Side Dressing,19960,Flood,Tomato,Low,Low,19,11.86,1356,0.79,14220.0,1010,229,2595,11625.0,85.18,Good
Onion,North East,Major,Red Creole,Fruiting,Morning,Sandy,5.53,1.23,79,33,High,1025,33.8,93,8.1,86,66,79,Urea,Side Dressing,30919,Sprinkler,Groundnut,High,Low,1,10.49,1386,12.0,33600.0,537,278,2201,31399.0,92.38,Excellent
Maize,Western,Minor,Abontem,Harvest,Evening,Clay,6.6,2.55,98,40,Low,2101,23.5,56,7.7,88,68,24,Ammonium Sulphate,Band Placement,31425,Sprinkler,Cowpea,Medium,Medium,1,11.75,1080,4.19,13408.0,1151,244,2475,10933.0,81.6,Good
Maize,Upper East,Major,Omankwa,Flowering,Evening,Loam,6.63,3.74,80,39,Moderate,732,35.9,79,9.1,158,53,35,Ammonium Sulphate,Side Dressing,23276,None,Rice,High,High,3,1.13,1476,3.5,11200.0,582,597,2655,8545.0,90.72,Excellent
Maize,Bono East,Minor,Obatanpa,Vegetative,Morning,Clay Loam,6.94,4.48,48,66,Moderate,1016,29.1,69,8.3,108,73,60,NPK 15-15-15,Broadcast,21419,Flood,Rice,Medium,High,2,5.73,1446,3.5,11200.0,825,570,2841,8359.0,91.38,Excellent
Onion,Northern,Major,Red Creole,Planting,Afternoon,Loam,6.64,2.97,78,51,Moderate,939,36.4,78,5.5,142,75,76,Ammonium Sulphate,Side Dressing,19728,Sprinkler,Cocoa,Medium,High,22,6.69,1758,12.0,33600.0,584,431,2773,30827.0,88.42,Good
Soybean,Eastern,Minor,Anidaso,Flowering,Afternoon,Sandy Loam,6.72,2.86,91,61,Moderate,1581,29.9,65,9.2,67,60,71,NPK 23-10-10,Band Placement,30545,Sprinkler,Onion,Medium,Medium,13,0.5,1188,3.48,17400.0,691,455,2334,15066.0,89.16,Good
Maize,Central,Minor,Omankwa,Planting,Afternoon,Clay,6.88,3.02,81,39,Low,1513,24.7,65,5.1,92,37,44,Urea,Broadcast,20267,Sprinkler,Onion,High,Low,8,4.22,1038,3.54,11328.0,984,354,2376,8952.0,89.18,Good
Plantain,Bono,Minor,Apem,Fruiting,Morning,Sandy,5.89,1.45,91,68,High,1349,30.4,89,8.5,170,114,228,Urea,Band Placement,31388,Flood,Soybean,Low,Low,24,9.97,3072,14.12,18356.0,411,474,3957,14399.0,85.36,Good
